"","individualID","Sex","sampleAge","sampleID2","collDate","collTime","NTXnM","uMidOC_ng_ml","SpecificGravity","creatinine","DOB","Collector","Substrate","CollectComments","assayDate.x","assayDate.y","Plate_U.MidOC","assay1value","assay1cv","assay2value","assay2cv","NTXnM_SG"
"600","Mulligan","Male",29.07,"A147A","1/27/18","17:40:00",544.4,6.335,1.01,3.029,"1/1/89","Izzi","DryLeaf,LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,8.87952267448968
"601","Mulligan","Male",29.08,"A165","2/1/18","9:38:00",2394.6,25.284,1.019,7.072,"1/1/89","Izzi","DryLeaf,Ground,","","8/13/21","6/20/18",NA,NA,NA,NA,NA,38.7125404354305
"602","Mulligan","Male",29.08,"A165","2/1/18","9:38:00",2228.8,25.284,1.019,7.072,"1/1/89","Izzi","DryLeaf,Ground,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,36.0321181502078
"603","Mulligan","Male",29.08,"A169","2/1/18","14:05:00",1867.2,13.646,1.022,7.791,"1/1/89","Izzi","DryLeaf,Ground,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,30.09766615931
"604","Mulligan","Male",29.28,"A411","4/15/18","11:00:00",253.8,2.22,1.006,2.54,"1/1/89","Izzi","LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,4.15610503644798
"605","Mulligan","Male",29.3,"A453","4/22/18","14:20:00",252,2.994,1.009,2.611,"1/1/89","Izzi","DryLeaf,LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,4.11435965202071
"606","Mulligan","Male",29.36,"A502","5/12/18","8:45:00",236.4,5.184,1.004,0.268,"1/1/89","Izzi","LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,3.87888261767744
"607","Mulligan","Male",29.36,"A519","5/14/18","16:52:00",246.4,3.224,1.007,3.2,"1/1/89","Izzi","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,4.03091936690083
"608","Murray","Male",11.69,"225","7/26/16","15:30:00",10679,10.831,1.037,10.669,"11/15/04","Jacob","","","6/20/18","6/20/18",NA,NA,NA,NA,NA,169.646423384169
"609","Murray","Male",12.17,"802","1/15/17","17:31:00",1012,3.063,1.012,3.087,"11/15/04","Jacob","","","6/20/18","6/20/18",NA,NA,NA,NA,NA,16.4737654320988
"610","Murray","Male",12.18,"123.3","1/18/17","10:20:00",1911.2,2.589,1.005,2.612,"11/15/04","Jeremy","Bag,","9794-9797 ID. The pictures aren't great, but I'm positive this was Murray. Watched him for 2+ hours before he peed. 6 vials of 2ml each","6/20/18","6/20/18",NA,NA,NA,NA,NA,31.3280203918678
"612","Murray","Male",13.02,"A19","11/21/17","8:48:00",3017.8,14.921,1.015,4.004,"11/15/04","Aaron","DryLeaf,LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,48.9798318433376
"613","Murray","Male",13.51,"A549","5/20/18","11:40:00",1374.4,12.188,1.017,4.182,"11/15/04","Izzi","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,22.2630710028285
"614","Murray","Male",13.54,"A612","5/31/18","18:00:00",1165.6,8.347,1.018,3.759,"11/15/04","Izzi","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,18.8622995949453
"615","Nelson","Male",9.77,"O012","10/7/16","12:25:00",1900.2,13.164,1.016,3.178,"1/1/07","Jeremy","Leaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,30.8104813721202
"616","Nelson","Male",9.77,"O015","10/7/16","15:15:00",2594.2,27.906,1.017,3.178,"1/1/07","Jeremy","Leaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,42.0218704856938
"617","Nelson","Male",9.86,"562","11/12/16","8:37:00",2934.2,52.659,1.011,2.963,"1/1/07","Natasha","","","6/20/18","6/20/18",NA,NA,NA,NA,NA,47.8113971620813
"618","Nelson","Male",10.11,"O160","2/10/17","17:00:00",7850,24.534,1.024,4.326,"1/1/07","Jeremy","Ground,","1262 ID ","6/20/18","6/20/18",NA,NA,NA,NA,NA,126.288143205054
"619","Nelson","Male",10.11,"O161","2/10/17","17:15:00",4194.8,21.767,1.018,3.243,"1/1/07","Jeremy","Ground,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,67.8822703679449
"620","Nelson","Male",11.27,"A387","4/8/18","10:55:00",3457.4,26.851,1.018,7.347,"1/1/07","Aaron","DryLeaf,LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,55.9493090421791
"621","Nelson","Male",11.28,"A398","4/12/18","11:40:00",410.8,4.669,1.004,NA,"1/1/07","Izzi","LiveLeaf,","","6/20/18","13-Dec-19",5,4.669,5.2,NA,NA,6.74046099552408
"622","Nelson","Male",11.28,"A398","4/12/18","11:40:00",410.8,5.889,1.004,NA,"1/1/07","Izzi","LiveLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,6.74046099552408
"623","Nelson","Male",11.33,"A483","5/2/18","15:00:00",1963.6,32.314,1.022,4.143,"1/1/07","Izzi","DryLeaf,","","6/20/18","13-Dec-19",5,32.314,6.4,NA,NA,31.6515516658211
"624","Nelson","Male",11.33,"A483","5/2/18","15:00:00",1963.6,35.215,1.022,4.143,"1/1/07","Izzi","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,31.6515516658211
"625","Nelson","Male",11.41,"A600","5/30/18","14:53:00",1589.2,33.944,1.021,3.29,"1/1/07","Kevin","LiveLeaf,DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,25.6416337166419
"626","Nelson","Male",11.42,"A637","6/3/18","15:37:00",2495.8,44.31,1.022,3.634,"1/1/07","Izzi","DryLeaf,Ground,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,40.2301602401488
"629","Orff","Male",11.76,"O008.2","10/4/16","10:50:00",4279.5,32.571,1.018,3.639,"1/1/05","Jeremy","Bag (1-2),","Second vial labeled as 0009.2","6/18/18","6/18/18",NA,NA,NA,NA,NA,69.2529264898494
"630","Orff","Male",11.78,"O019","10/14/16","16:30:00",4759,28.082,1.027,4.229,"1/1/05","Jeremy","Leaf,","","6/18/18","6/18/18",NA,NA,NA,NA,NA,76.3375362135911
"631","Orff","Male",11.83,"462","11/1/16","14:32:00",1024,8.909,1.006,NA,"1/1/05","Jacob","","","6/18/18","6/18/18",NA,NA,NA,NA,NA,16.7685246545419
"632","Orff","Male",11.85,"O036","11/7/16","10:50:00",836.9,3.764,1.003,NA,"1/1/05","Jeremy","Leaf,","ID by Jeremy Charles and Godfrey ","6/18/18","6/18/18",NA,NA,NA,NA,NA,13.745657318169
"633","Orff","Male",11.85,"O046","11/9/16","10:05:00",1599,7.253,1.006,NA,"1/1/05","Jeremy","Leaf,","Confirmed by Rachna","6/18/18","6/18/18",NA,NA,NA,NA,NA,26.1844442603638
"636","Orff","Male",11.88,"O055.2","11/17/16","10:50:00",5578,39.272,1.018,3.273,"1/1/05","Jeremy","Bag,","5963 &75 ID","6/18/18","6/18/18",NA,NA,NA,NA,NA,90.2658777802033
"639","Orff","Male",12.22,"O217.2","3/23/17","14:30:00",2671.8,14.547,1.012,3.088,"1/1/05","Jeremy","V1: leaf
V2: bag","4055-57 ID ","6/18/18","6/18/18",NA,NA,NA,NA,NA,43.4926941516616
"640","Orff","Male",12.24,"1007","3/28/17","15:55:00",13731.5,31.529,1.028,7.63,"1/1/05","Rebecca","","","6/18/18","6/18/18",NA,NA,NA,NA,NA,220.048161508623
"641","Orff","Male",12.27,"O245","4/8/17","14:25:00",7838,18.045,1.033,5.443,"1/1/05","Jeremy","Ground,","5947 ID ","6/18/18","6/18/18",NA,NA,NA,NA,NA,124.996489309574
"642","Orff","Male",12.28,"1086","4/13/17","10:53:00",1726,11.42,1.009,NA,"1/1/05","Rebecca","","","6/18/18","6/18/18",NA,NA,NA,NA,NA,28.1800982515386
"643","Orff","Male",12.28,"1090","4/13/17","13:30:00",1783.2,9.593,1.008,NA,"1/1/05","Rebecca","","","6/18/18","6/18/18",NA,NA,NA,NA,NA,29.1428755144033
"655","PeeWee","Male",11.95,"A95","1/15/18","17:00:00",3536.3,26.483,1.029,NA,"2/1/06","Izzi","DryLeaf,LiveLeaf,","","6/22/21","12-Dec-19",3,26.483,1.9,NA,NA,56.614360250273
"656","PeeWee","Male",12.16,"A359","4/1/18","8:24:00",211.3,0.975,1.003,NA,"2/1/06","Izzi","LiveLeaf,","","6/23/21","12-Dec-19",3,0.975,1.9,NA,NA,3.47049515035142
"657","PeeWee","Male",12.26,"A495","5/6/18","10:40:00",634.8,3.014,1.006,NA,"2/1/06","Aaron","LiveLeaf,","","6/22/21","12-Dec-19",3,3.014,4.5,NA,NA,10.3951752448273
"658","PeeWee","Male",12.33,"A626","6/3/18","9:41:00",1464.3,28.42,1.016,NA,"2/1/06","Izzi","DryLeaf,","","6/23/21","12-Dec-19",3,28.42,4.4,NA,NA,23.7426522856518
"659","Porkpie","Male",24.06,"A121","1/22/18","11:30:00",1557.9,18.175,1.03,NA,"1/1/94","Izzi","DryLeaf,LiveLeaf,","","6/22/21","13-Dec-19",4,18.175,0.1,NA,NA,24.9169700647249
"660","Porkpie","Male",24.08,"A168","2/1/18","13:40:00",948.9,7.52,1.02,NA,"1/1/94","Izzi","DryLeaf,Ground,","","6/22/21","13-Dec-19",4,7.52,2.9,NA,NA,15.3254470769789
"661","Porkpie","Male",24.08,"A171","2/1/18","17:55:00",955.3,8.721,1.024,NA,"1/1/94","Aaron","DryLeaf,Ground,","","6/22/21","13-Dec-19",4,8.721,6.6,NA,NA,15.3685430832851
"662","Porkpie","Male",24.09,"A182","2/3/18","16:14:00",1296,16.839,1.035,NA,"1/1/94","Izzi","DryLeaf,Ground,","","6/22/21","13-Dec-19",4,16.839,1.3,NA,NA,20.6280193236715
"663","Porkpie","Male",24.11,"A211","2/10/18","12:27:00",1050.2,13.127,1.025,NA,"1/1/94","Izzi","DryLeaf,","","6/22/21","13-Dec-19",4,13.127,1.7,NA,NA,16.8787789822343
"664","Porkpie","Male",24.14,"A248","2/20/18","9:28:00",3045.3,20.079,1.016,NA,"1/1/94","Aaron","DryLeaf,","","6/22/21","13-Dec-19",4,20.079,1.8,NA,NA,49.3775175889472
"665","Porkpie","Male",24.24,"A346","3/28/18","17:15:00",321.3,3.868,1.006,NA,"1/1/94","Izzi","Bag","","6/23/21","13-Dec-19",4,3.868,3.4,NA,NA,5.26145212060968
"666","Porkpie","Male",24.24,"A346","3/28/18","17:15:00",251.9,3.868,1.006,NA,"1/1/94","Izzi","Bag","","6/23/21","13-Dec-19",4,3.868,3.4,NA,NA,4.12499156296787
"667","Porkpie","Male",24.28,"A407","4/13/18","16:08:00",801.2,10.927,1.022,NA,"1/1/94","Izzi","DryLeaf,LiveLeaf,","","6/23/21","13-Dec-19",4,10.927,1.3,NA,NA,12.914658379841
"668","Porkpie","Male",24.29,"A421","4/17/18","10:21:00",93.7,1.074,1.003,NA,"1/1/94","Charles","","","6/23/21","13-Dec-19",4,1.074,0.9,NA,NA,1.53897489629876
"669","Porkpie","Male",24.42,"A624","6/3/18","9:00:00",773,19.288,1.016,NA,"1/1/94","Aaron","DryLeaf,Ground,","","6/23/21","13-Dec-19",4,16.275,16,19.288,2.2,12.5336817706814
"670","Powell","Male",10.96,"720","12/18/16","10:38:00",2905.8,26.029,1.009,3.296,"1/1/06","Jacob","","","6/19/18","6/19/18",NA,NA,NA,NA,NA,47.4424852255626
"672","Powell","Male",11.15,"O176","2/24/17","12:00:00",3580.8,9.73,1.011,2.705,"1/1/06","Jeremy","Leaf,","2362 ID ","6/19/18","6/19/18",NA,NA,NA,NA,NA,58.3474374473386
"673","Powell","Male",11.23,"982","3/25/17","10:45:00",3946.4,30.325,1.017,4.107,"1/1/06","Rebecca","","","6/19/18","6/19/18",NA,NA,NA,NA,NA,63.9253371693556
"674","Powell","Male",11.23,"987","3/25/17","12:20:00",3132.8,20.032,1.017,3.671,"1/1/06","Rebecca","","","6/19/18","6/19/18",NA,NA,NA,NA,NA,50.7463248236766
"675","Powell","Male",11.3,"1110","4/20/17","16:34:00",5508.6,26.632,1.024,4.997,"1/1/06","Rebecca","","","6/19/18","6/19/18",NA,NA,NA,NA,NA,88.6204924406829
"676","Powell","Male",11.52,"1529","7/9/17","9:48:48",3426.6,29.554,1.017,3.381,"1/1/06","Rebecca","","","6/19/18","6/19/18",NA,NA,NA,NA,NA,55.5054126151717
"677","Powell","Male",12.38,"A542","5/19/18","13:36:00",2059.4,20.227,1.016,3.722,"1/1/06","Izzi","DryLeaf,LiveLeaf,Log,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,33.3918036721104
"678","Puccini","Male",8.59,"O076","12/2/16","11:55:00",1833,14.048,1.009,3.199,"5/1/08","Jeremy","Leaf,","7264 ID ","6/19/18","6/19/18",NA,NA,NA,NA,NA,29.9270684212458
"679","Puccini","Male",8.94,"O247","4/8/17","15:05:00",1643,6.539,1.007,NA,"5/1/08","Jeremy","Leaf,","5966-69 ID ","6/19/18","6/19/18",NA,NA,NA,NA,NA,26.878248862898
"680","Puccini","Male",8.94,"O253","4/9/17","14:30:00",5440.4,15.914,1.036,7.115,"5/1/08","Jeremy","Leaf,","6154-6160","6/19/18","6/19/18",NA,NA,NA,NA,NA,86.5095303636971
"681","Puccini","Male",9,"1155","5/2/17","14:24:18",1293.6,4.471,1.003,NA,"5/1/08","Rebecca","","","6/19/18","6/19/18",NA,NA,NA,NA,NA,21.2467227945792
"682","Puccini","Male",9.69,"A65A","1/9/18","9:40:00",2262.8,27.808,1.02,4.912,"5/1/08","Izzi","DryLeaf,LiveLeaf,","","6/19/18","13-Dec-19",5,27.808,4.4,NA,NA,36.5459180585815
"683","Puccini","Male",9.69,"A65A","1/9/18","9:40:00",2262.8,28.731,1.02,4.912,"5/1/08","Izzi","DryLeaf,LiveLeaf,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,36.5459180585815
"684","Puccini","Male",9.7,"A79A","1/13/18","14:35:00",1766.2,13.155,1.027,6.056,"5/1/08","Izzi","DryLeaf,","","6/19/18","13-Dec-19",5,13.155,2.8,NA,NA,28.331026783031
"685","Puccini","Male",9.7,"A79A","1/13/18","14:35:00",1766.2,12.506,1.027,6.056,"5/1/08","Izzi","DryLeaf,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,28.331026783031
"686","Puccini","Male",9.75,"A156","1/30/18","12:26:00",4152,19.272,1.028,7.201,"5/1/08","Izzi","DryLeaf,Ground,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,66.5360642743912
"687","Puccini","Male",10.07,"A588","5/28/18","12:58:00",1795,16.461,1.01,3.266,"5/1/08","Izzi","DryLeaf,LiveLeaf,","","6/19/18","6/19/18",NA,NA,NA,NA,NA,29.2776326243736
"688","RichBergl","Male",5.4,"73","5/1/16","14:30:00",3587.6,33.533,1.021,3.963,"12/6/10","Jacob","","","6/20/18","6/20/18",NA,NA,NA,NA,NA,57.8856815516137
"689","RichBergl","Male",5.63,"221","7/25/16","14:00:00",1342,12.337,1.021,3.162,"12/6/10","Jacob","","","6/20/18","6/20/18",NA,NA,NA,NA,NA,21.6530785601142
"690","RichBergl","Male",5.93,"O050","11/11/16","12:40:00",2855.6,34.742,1.009,2.612,"12/6/10","Jeremy","Leaf,","ID by Jeremy, confirmed by Alfred. He was only about 7m away and in clear sight","6/20/18","6/20/18",NA,NA,NA,NA,NA,46.6228786599616
"691","RichBergl","Male",6.14,"O129","1/24/17","9:15:00",3960,29.753,1.016,3.397,"12/6/10","Jeremy","Ground,","0135 ID ","6/20/18","6/20/18",NA,NA,NA,NA,NA,64.2087707786527
"692","RichBergl","Male",7.05,"A49","12/23/17","13:03:00",875.8,13.013,1.009,2.836,"12/6/10","Izzi","LiveLeaf,DryLeaf,","Post WGE","6/20/18","6/20/18",NA,NA,NA,NA,NA,14.2990324731735
"693","RichBergl","Male",7.05,"A50","12/23/17","15:48:48",856.6,8.59,1.007,NA,"12/6/10","Izzi","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,14.0133341302242
"694","RichBergl","Male",7.13,"A133A","1/23/18","16:25:00",2683.6,27.75,1.023,4.003,"12/6/10","Aaron","DryLeaf,","Transfer to extra tubes to make 1.8x2 plus 0.5??","6/20/18","6/20/18",NA,NA,NA,NA,NA,43.2150507464128
"695","RichBergl","Male",7.17,"A192","2/5/18","17:20:00",735.8,3.639,1.004,NA,"12/6/10","Aaron","Ground,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,12.0731041881855
"697","RichBergl","Male",7.36,"A423","4/18/18","10:30:00",2407.6,36.617,1.021,3.238,"12/6/10","Izzi","LiveLeaf,Bag,","","6/20/18","13-Dec-19",5,36.617,1.9,NA,NA,38.8464619533017
"698","RichBergl","Male",7.36,"A423","4/18/18","10:30:00",2407.6,41.1,1.021,3.238,"12/6/10","Izzi","LiveLeaf,Bag,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,38.8464619533017
"699","RichBergl","Male",7.37,"A441","4/20/18","16:40:00",996.2,20.648,1.019,3.186,"12/6/10","Izzi","LiveLeaf,DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,16.1051669513806
"701","RichBergl","Male",7.44,"A526","5/17/18","16:05:00",1287.2,32.1,1.014,3.005,"12/6/10","Izzi","LiveLeaf,DryLeaf,","","8/13/21","6/20/18",NA,NA,NA,NA,NA,20.9122592349088
"702","RichBergl","Male",7.44,"A526","5/17/18","16:05:00",1387,32.1,1.014,3.005,"12/6/10","Izzi","LiveLeaf,DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,22.533641670928
"703","RichBergl","Male",7.45,"A551","5/20/18","12:59:00",2228.8,52.464,1.02,3.559,"12/6/10","Izzi","DryLeaf,","","6/20/18","6/20/18",NA,NA,NA,NA,NA,35.9967925441782
"704","Richmond","Male",31.07,"A139","1/26/18","13:20:00",850.8,2.364,1.006,2.748,"1/1/87","Charles","Ground,","","6/18/18","6/18/18",NA,NA,NA,NA,NA,13.9322859141448
"705","Richmond","Male",31.08,"A154","1/30/18","10:40:00",2813,10.124,1.037,9.495,"1/1/87","Charles","","","6/18/18","6/18/18",NA,NA,NA,NA,NA,44.6872730573711
"706","Richmond","Male",31.3,"A432","4/19/18","12:05:00",479.5,2.252,1.004,2.511,"1/1/87","Izzi","DryLeaf,","","6/18/18","6/18/18",NA,NA,NA,NA,NA,7.86769972578821
"707","Richmond","Male",31.3,"A455","4/22/18","13:45:00",1054.8,4.707,1.017,6.408,"1/1/87","Aaron","DryLeaf,","","6/18/18","6/18/18",NA,NA,NA,NA,NA,17.0860646782476
"708","Richmond","Male",31.41,"A601","5/31/18","9:43:00",1695.4,18.36,1.019,4.404,"1/1/87","Izzi","LiveLeaf,DryLeaf,","","6/18/18","6/18/18",NA,NA,NA,NA,NA,27.4088536934056
"709","Rollins","Male",32.05,"A112","1/18/18","17:52:00",629.5,11.112,1.021,NA,"1/1/86","Aaron","DryLeaf,","","6/22/21","17-Dec-19",8,11.112,1.9,NA,NA,10.1569396077436
"712","Rollins","Male",32.26,"A374","4/6/18","9:30:00",146.7,5.554,1.004,NA,"1/1/86","Izzi","Bag,","Dilute after eating mucuso; centralers calling to east but no reaction ","6/23/21","17-Dec-19",8,5.554,3.2,NA,NA,2.40707309650288
"713","Salonen","Male",4.58,"O110","12/30/16","14:50:00",3692.2,10.271,1.016,3.132,"6/1/12","Jeremy","Leaf,","9460-61
Was being carried by Sarah (see sample 0111)","6/14/18","6/14/18",NA,NA,NA,NA,NA,59.866571583066
"714","Salonen","Male",5.48,"A24","11/25/17","16:15:00",4191.6,25.675,1.026,3.345,"6/1/12","Aaron","DryLeaf,LiveLeaf,","","6/14/18","6/14/18",NA,NA,NA,NA,NA,67.3015937477439
"715","Salonen","Male",5.69,"A207","2/10/18","10:20:00",1576.5,9.432,1.021,3.067,"6/1/12","Izzi","DryLeaf,","Collected 2 hours after urination","6/14/18","6/14/18",NA,NA,NA,NA,NA,25.4367200819821
"716","Salonen","Male",5.69,"A209","2/10/18","12:24:00",1975.2,9.065,1.02,3.25,"6/1/12","Izzi","DryLeaf,LiveLeaf,","","6/14/18","6/14/18",NA,NA,NA,NA,NA,31.9009622367466
"718","Salonen","Male",6,"A613","6/1/18","12:00:00",2054.5,14.961,1.021,3.15,"6/1/12","Kevin","LiveLeaf,","","6/14/18","6/14/18",NA,NA,NA,NA,NA,33.1492175124848
"719","Silver","Male",7.1,"A373","4/6/18","9:36:28",381.4,4.95,1.003,NA,"3/1/11","Izzi","LiveLeaf,","Dilute after eating mucuso","6/23/21","11-Dec-19",1,4.95,0.7,NA,NA,6.26430123210616
"720","Strayhorn","Male",7.2,"A535","5/19/18","10:41:00",3291.5,40.446,1.02,NA,"3/7/11","Izzi","DryLeaf,","","6/23/21","11-Dec-19",1,40.446,2.1,NA,NA,53.1601950193658
"721","Strayhorn","Male",7.24,"A635","6/3/18","14:50:00",2458.3,37.204,1.022,NA,"3/7/11","Izzi","DryLeaf,","","6/23/21","11-Dec-19",1,37.204,3.8,NA,NA,39.6256923304583
"722","Toshi","Male",6.6,"A273","2/25/18","15:31:00",2491.9,11.867,1.025,NA,"7/20/11","Izzi","DryLeaf,LiveLeaf,","After grooming with DJ and Marlene","6/22/21","17-Dec-19",8,11.867,5.1,NA,NA,40.0497327612165
"723","Toshi","Male",6.73,"A397","4/11/18","12:07:00",796.4,2.633,1.011,NA,"7/20/11","Izzi","LiveLeaf,","","6/23/21","17-Dec-19",8,2.633,0.7,NA,NA,12.9769602276196
"724","Toshi","Male",6.77,"A464","4/25/18","13:10:00",1250.6,7.723,1.013,NA,"7/20/11","Aaron","Bag,","","6/22/21","17-Dec-19",8,7.723,0.5,NA,NA,20.3377009371991
"725","Wayne","Male",22.07,"A135","1/25/18","10:05:00",275.1,1.26,1.004,NA,"1/1/96","Izzi","DryLeaf,LiveLeaf,","","6/22/21","13-Dec-19",4,1.26,4.2,NA,NA,4.51387736092667
"726","Wayne","Male",22.07,"A143","1/26/18","17:02:00",180.3,0.811,1.004,NA,"1/1/96","Izzi","Bag","","6/22/21","13-Dec-19",4,0.811,1,NA,NA,2.95838636195957
"727","Wayne","Male",22.23,"A329","3/24/18","16:10:00",1141.1,10.598,1.022,NA,"1/1/96","Izzi","DryLeaf,LiveLeaf,","","6/22/21","13-Dec-19",4,10.598,2.6,NA,NA,18.3935555132758
"728","Wayne","Male",22.29,"A422","4/18/18","9:28:00",1240.1,22.784,1.01,NA,"1/1/96","Izzi","LiveLeaf,","Could be Wayne or Buckner but saw Buckner in other tree","6/22/21","13-Dec-19",4,22.784,0,NA,NA,20.2268480320254
"729","Wayne","Male",22.3,"A439","4/20/18","14:06:00",1256,8.89,1.026,NA,"1/1/96","Izzi","DryLeaf,LiveLeaf,","","6/22/21","13-Dec-19",4,8.89,0.5,NA,NA,20.1667147979689
"730","Wayne","Male",22.41,"A595","5/30/18","10:49:00",646.7,18.101,1.018,NA,"1/1/96","Izzi","LiveLeaf,DryLeaf,","","6/23/21","13-Dec-19",4,18.101,0.7,NA,NA,10.4652103191928
"731","Wes","Male",20.51,"A29","12/6/17","10:25:00",529.7,5.574,1.006,NA,"6/1/97","Aaron","DryLeaf,","Sg 1.006","6/22/21","17-Dec-19",8,5.574,5.5,NA,NA,8.67410889600668
"733","Wes","Male",20.88,"A436","4/20/18","9:50:00",974.7,20.132,1.013,NA,"6/1/97","Izzi","LiveLeaf,","","6/22/21","17-Dec-19",8,20.132,1.1,NA,NA,15.850917242514
"734","Williams","Male",10.4,"A256","2/22/18","9:56:00",2909.5,14.482,1.021,NA,"10/1/07","Aaron","DryLeaf,LiveLeaf,","","6/22/21","11-Dec-19",1,10.551,17.8,14.482,7.4,46.9445842553295
"736","Wilson","Male",18.12,"A73","1/12/18","8:53:00",1031.2,7.844,1.015,NA,"12/1/99","Izzi","DryLeaf,LiveLeaf,","","6/22/21","16-Dec-19",6,7.844,0.1,NA,NA,16.7366964665815
"737","Wilson","Male",18.12,"A88","1/15/18","11:18:00",1172.8,4.597,1.027,NA,"12/1/99","Izzi","DryLeaf,LiveLeaf,","","6/22/21","16-Dec-19",6,4.597,1.8,NA,NA,18.8124947407648
"738","Wilson","Male",18.13,"A108","1/17/18","17:31:00",1393.8,13.877,1.033,NA,"12/1/99","Aaron","Ground,","","6/22/21","16-Dec-19",6,13.877,0.8,NA,NA,22.2276227098347
"739","Wilson","Male",18.13,"A96","1/16/18","10:15:00",993.5,7.266,1.022,NA,"12/1/99","Aaron","DryLeaf,Ground,","Big party; taylor in estrus ","6/22/21","16-Dec-19",6,7.266,4.2,NA,NA,16.014369820734
"740","Wilson","Male",18.14,"A123","1/22/18","13:25:00",478.3,3.785,1.012,NA,"12/1/99","Izzi","DryLeaf,","","6/22/21","16-Dec-19",6,3.785,1.4,NA,NA,7.78597036183087
"741","Wilson","Male",18.18,"A179","2/3/18","14:02:00",1441.6,12.781,1.039,NA,"12/1/99","Izzi","DryLeaf,Ground,","","6/22/21","16-Dec-19",6,12.781,3,NA,NA,22.8571513444789
"742","Wilson","Male",18.21,"A230","2/17/18","15:07:00",1080.1,6.482,1.024,NA,"12/1/99","Izzi","DryLeaf,Ground,","","6/22/21","16-Dec-19",6,6.482,2,NA,NA,17.3762832453222
"743","Wilson","Male",18.23,"A251","2/21/18","12:25:00",854.3,5.745,1.024,NA,"12/1/99","Izzi","DryLeaf,","","6/22/21","16-Dec-19",6,5.745,8.8,NA,NA,13.7436892662519
"744","Wilson","Male",18.34,"A364","4/2/18","13:35:00",174.6,3.206,1.007,NA,"12/1/99","Izzi","Bag,","","6/23/21","16-Dec-19",6,3.206,1,NA,NA,2.85632516826658
"745","Wilson","Male",18.37,"A409","4/13/18","16:20:00",863.3,10.341,1.024,NA,"12/1/99","Izzi","LiveLeaf,","","6/23/21","16-Dec-19",6,10.341,0.1,NA,NA,13.888478220245
"746","Wilson","Male",18.37,"A415","4/16/18","13:49:39",669.6,8.43,1.013,NA,"12/1/99","Izzi","Bag,","","6/23/21","16-Dec-19",6,8.43,3.1,NA,NA,10.889272787101
"747","Wilson","Male",18.4,"A473","4/26/18","12:50:00",393.3,4.538,1.01,NA,"12/1/99","Izzi","LiveLeaf,DryLeaf,","","6/23/21","16-Dec-19",6,4.538,3,NA,NA,6.41498212321232
"748","Wilson","Male",18.5,"A614","6/2/18","7:35:00",924.5,15.117,1.021,NA,"12/1/99","Izzi","DryLeaf,LiveLeaf,","","6/23/21","16-Dec-19",6,15.117,3.6,NA,NA,14.9167445073216
"749","YoYo","Male",10.22,"X1_35","3/23/16","9:33:00",6621.5,10.596,1.023,3.533,"1/1/06","Charles","","","6/18/18","6/18/18",NA,NA,NA,NA,NA,106.628580458106
"750","YoYo","Male",10.54,"X2_205","7/16/16","17:55:00",13806.5,24.709,1.021,4.449,"1/1/06","David","","","6/18/18","6/18/18",NA,NA,NA,NA,NA,222.766936766182
"751","YoYo","Male",10.95,"O096","12/14/16","14:00:00",7162.5,59.273,1.021,3.48,"1/1/06","Jeremy","Leaf,","8295 ID ","6/18/18","6/18/18",NA,NA,NA,NA,NA,115.566449468568
"752","YoYo","Male",11.12,"O168","2/15/17","16:40:00",2959,9.742,1.018,2.934,"1/1/06","Jeremy","Ground,","1681 ID ","6/18/18","6/18/18",NA,NA,NA,NA,NA,47.8839606223775
"753","YoYo","Male",11.17,"O191","3/4/17","13:45:00",8572,10.019,1.016,4.25,"1/1/06","Jeremy","V1: ground
V2: leaves ","3156 ID ","6/18/18","6/18/18",NA,NA,NA,NA,NA,138.989288665306
